"id","student_name_id","user_id","bs_leave_from","bs_leave_to","ad_leave_from","ad_leave_to","num_days","request_through","leave_type","reason","approving_authority","created_at","updated_at"
"488","819","2","2079-05-09","2079-07-08","2022-08-25 17:42:18","2022-10-25 17:42:18",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:18","2022-08-25 23:27:18"
"489","818","2","2079-05-09","2079-07-08","2022-08-25 17:42:18","2022-10-25 17:42:18",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:18","2022-08-25 23:27:18"
"490","817","2","2079-05-09","2079-07-08","2022-08-25 17:42:19","2022-10-25 17:42:19",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:19","2022-08-25 23:27:19"
"491","819","2","2079-05-09","2079-07-08","2022-08-25 17:42:42","2022-10-25 17:42:42",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:42","2022-08-25 23:27:42"
"492","818","2","2079-05-09","2079-07-08","2022-08-25 17:42:46","2022-10-25 17:42:46",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:46","2022-08-25 23:27:46"
"493","817","2","2079-05-09","2079-07-08","2022-08-25 17:42:46","2022-10-25 17:42:46",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:46","2022-08-25 23:27:46"
"494","822","2","2079-05-09","2079-07-08","2022-08-25 17:42:57","2022-10-25 17:42:57",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:27:57","2022-08-25 23:27:57"
"495","514","2","2079-05-09","2079-05-25","2022-08-25 17:45:40","2022-09-10 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:30:40","2022-09-11 12:46:24"
"496","322","2","2079-05-09","2079-07-08","2022-08-25 17:45:50","2022-10-25 17:45:50",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:30:50","2022-08-25 23:30:50"
"497","566","2","2079-05-09","2079-07-08","2022-08-25 17:45:51","2022-10-25 17:45:51",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:30:51","2022-08-25 23:30:51"
"498","719","2","2079-05-09","2079-07-08","2022-08-25 17:45:51","2022-10-25 17:45:51",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:30:51","2022-08-25 23:30:51"
"499","726","2","2079-05-09","2079-05-09","2022-08-25 17:45:52","2022-08-25 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:30:52","2022-08-26 12:27:36"
"500","180","2","2079-05-09","2079-07-10","2022-08-25","2022-10-27","63","followup",NULL,"ghara gayeko","Janak Bhatt","2022-08-25 23:31:15","2022-09-08 17:52:53"
"501","130","2","2079-05-09","2079-07-08","2022-08-25 17:46:16","2022-10-25 17:46:16",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:31:16","2022-08-25 23:31:16"
"502","755","2","2079-05-09","2079-07-08","2022-08-25 17:46:18","2022-10-25 17:46:18",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:31:18","2022-08-25 23:31:18"
"503","799","2","2079-05-09","2079-05-15","2022-08-25 17:47:11","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:11","2022-09-01 22:09:23"
"504","789","2","2079-05-09","2079-05-15","2022-08-25 17:47:12","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:12","2022-09-01 22:09:22"
"505","788","2","2079-05-09","2079-05-15","2022-08-25 17:47:12","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:12","2022-09-01 22:09:21"
"506","787","2","2079-05-09","2079-05-15","2022-08-25 17:47:13","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:13","2022-09-01 22:09:20"
"507","606","2","2079-05-09","2079-05-28","2022-08-25 17:47:13","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:13","2022-09-14 21:22:49"
"508","274","2","2079-05-09","2079-07-08","2022-08-25 17:47:14","2022-10-25 17:47:14",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:14","2022-08-25 23:32:14"
"509","131","2","2079-05-09","2079-07-08","2022-08-25 17:47:14","2022-10-25 17:47:14",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:14","2022-08-25 23:32:14"
"510","105","2","2079-05-09","2079-07-08","2022-08-25 17:47:15","2022-10-25 17:47:15",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:32:15","2022-08-25 23:32:15"
"511","519","2","2079-05-09","2079-07-08","2022-08-25 17:50:06","2022-10-25 17:50:06",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:35:06","2022-08-25 23:35:06"
"512","308","2","2079-05-09","2079-07-08","2022-08-25 17:50:10","2022-10-25 17:50:10",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:35:10","2022-08-25 23:35:10"
"513","289","2","2079-05-09","2079-07-08","2022-08-25 17:50:12","2022-10-25 17:50:12",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:35:12","2022-08-25 23:35:12"
"514","332","2","2079-05-09","2079-06-02","2022-08-25","2022-09-18","25","call",NULL,"Job  exam","Janak Bhatt","2022-08-25 23:35:18","2022-09-04 20:38:04"
"516","540","2","2079-05-09","2079-07-14","2022-08-25","2022-10-31","67","followup",NULL,"Pahad Tihar paxi  aaune","Janak Bhatt","2022-08-25 23:35:25","2022-10-12 16:47:40"
"517","588","2","2079-05-09","2079-07-08","2022-08-25 17:50:29","2022-10-25 17:50:29",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:35:29","2022-08-25 23:35:29"
"518","793","2","2079-05-09","2079-05-19","2022-08-25 17:50:30","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:35:30","2022-09-05 17:52:22"
"519","772","2","2079-05-09","2079-07-08","2022-08-25","2022-10-25","61","call",NULL,"OJT","Janak Bhatt","2022-08-25 23:40:10","2022-09-01 17:53:35"
"520","600","2","2079-05-09","2079-05-14","2022-08-25 17:55:20","2022-08-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:40:20","2022-08-31 23:12:37"
"521","591","2","2079-05-09","2079-07-08","2022-08-25 17:55:21","2022-10-25 17:55:21",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:40:21","2022-08-25 23:40:21"
"522","524","2","2079-05-09","2079-07-08","2022-08-25 17:55:30","2022-10-25 17:55:30",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:40:30","2022-08-25 23:40:30"
"523","400","2","2079-05-09","2079-07-15","2022-08-25","2022-11-01","68","followup",NULL,"exam","Janak Bhatt","2022-08-25 23:40:34","2022-09-14 20:13:02"
"524","506","2","2079-05-09","2079-05-18","2022-08-25 17:55:38","2022-09-03 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:40:38","2022-09-04 23:24:08"
"525","678","2","2079-05-09","2079-05-09","2022-08-25 17:58:56","2022-08-25 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:43:56","2022-08-26 23:47:24"
"526","678","2","2079-05-09","2079-05-09","2022-08-25 17:59:06","2022-08-25 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:44:06","2022-08-26 23:47:23"
"529","465","2","2079-05-09","2079-05-16","2022-08-25 18:14:58","2022-09-01 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-25 23:59:58","2022-09-02 12:13:48"
"530","390","2","2079-05-09","2079-07-08","2022-08-25 18:15:14","2022-10-25 18:15:14",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 00:00:14","2022-08-26 00:00:14"
"531","410","2","2079-05-10","2079-05-11","2022-08-26 06:17:55","2022-08-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 12:02:55","2022-08-28 12:33:11"
"532","360","2","2079-05-10","2079-07-14","2022-08-26","2022-10-31","66","followup",NULL,"Pahad","Janak Bhatt","2022-08-26 12:03:11","2022-10-12 16:45:57"
"533","313","2","2079-05-10","2079-05-22","2022-08-26 06:18:37","2022-09-07 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 12:03:37","2022-09-09 00:25:10"
"535","690","2","2079-05-10","2079-07-09","2022-08-26 06:43:08","2022-10-26 06:43:08",NULL,"none",NULL,"unknown","Amrita","2022-08-26 12:28:08","2022-08-26 12:28:08"
"536","722","2","2079-05-10","2079-05-12","2022-08-26 08:04:39","2022-08-28 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 13:49:39","2022-08-30 00:00:55"
"537","126","2","2079-05-10","2079-05-23","2022-08-26","2022-09-08","14","none",NULL,"unknown","Janak Bhatt","2022-08-26 13:49:54","2022-09-07 21:25:16"
"538","701","2","2079-05-10","2079-05-15","2022-08-26 08:05:37","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 13:50:37","2022-09-01 16:53:52"
"539","639","2","2079-05-10","2079-05-21","2022-08-26","2022-09-06","12","call",NULL,"unknown","Janak Bhatt","2022-08-26 14:00:10","2022-09-04 20:27:08"
"540","480","2","2079-05-10","2079-05-29","2022-08-26 08:15:12","2022-09-14 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:00:12","2022-09-15 14:32:11"
"541","391","2","2079-05-10","2079-07-09","2022-08-26 08:15:15","2022-10-26 08:15:15",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:00:15","2022-08-26 14:00:15"
"542","278","2","2079-05-10","2079-07-09","2022-08-26","2022-10-26","61","call",NULL,"KTM gayeko","Janak Bhatt","2022-08-26 14:00:41","2022-09-07 21:22:12"
"543","233","2","2079-05-10","2079-07-09","2022-08-26","2022-10-26","61","call",NULL,"pahad gayeko","Janak Bhatt","2022-08-26 14:00:44","2022-09-07 21:20:16"
"544","826","2","2079-05-10","2079-05-21","2022-08-26","2022-09-06","12","none",NULL,"unknown","Janak Bhatt","2022-08-26 14:04:16","2022-09-04 20:24:28"
"545","70","2","2079-05-10","2079-05-21","2022-08-26 08:21:04","2022-09-06 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:06:04","2022-09-07 21:18:27"
"546","249","2","2079-05-10","2079-07-09","2022-08-26 08:21:08","2022-10-26 08:21:08",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:06:08","2022-08-26 14:06:08"
"547","823","2","2079-05-29","2079-06-31","2022-09-14","2022-10-17","34","physical",NULL,"Pahad","Manoj BudhaAyer","2022-08-26 14:06:17","2022-09-14 22:52:09"
"548","127","2","2079-05-10","2079-05-11","2022-08-26 08:21:56","2022-08-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:06:56","2022-08-28 19:07:58"
"549","125","2","2079-05-10","2079-05-11","2022-08-26 08:21:57","2022-08-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:06:57","2022-08-28 19:07:51"
"550","795","2","2079-05-10","2079-05-28","2022-08-26 08:33:56","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 14:18:56","2022-09-14 19:56:48"
"551","69","2","2079-05-10","2079-07-09","2022-08-26 09:26:51","2022-10-26 09:26:51",NULL,"none",NULL,"unknown","KP","2022-08-26 15:11:51","2022-08-26 15:11:51"
"552","275","2","2079-05-10","2079-06-26","2022-08-26 09:31:07","2022-10-12 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-26 15:16:07","2022-10-13 17:22:43"
"553","481","2","2079-05-10","2079-07-09","2022-08-26 09:31:08","2022-10-26 09:31:08",NULL,"none",NULL,"unknown","KP","2022-08-26 15:16:08","2022-08-26 15:16:08"
"554","567","2","2079-05-10","2079-06-03","2022-08-26","2022-09-19","25","followup",NULL,"he is busy at teaching","Janak Bhatt","2022-08-26 15:16:10","2022-09-14 19:42:17"
"555","768","2","2079-05-10","2079-07-09","2022-08-26 09:32:28","2022-10-26 09:32:28",NULL,"none",NULL,"unknown","KP","2022-08-26 15:17:28","2022-08-26 15:17:28"
"556","354","2","2079-05-10","2079-07-09","2022-08-26 10:12:01","2022-10-26 10:12:01",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 15:57:01","2022-08-26 15:57:01"
"557","354","2","2079-05-10","2079-07-09","2022-08-26 10:12:02","2022-10-26 10:12:02",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 15:57:02","2022-08-26 15:57:02"
"558","552","2","2079-05-10","2079-05-28","2022-08-26","2022-09-13","18","physical",NULL,"Pahad jane. Family Problem.","Manoj BudhaAyer","2022-08-26 16:01:24","2022-08-26 16:01:24"
"559","172","2","2079-05-10","2079-07-09","2022-08-26 10:41:06","2022-10-26 10:41:06",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 16:26:06","2022-08-26 16:26:06"
"560","215","2","2079-05-10","2079-07-09","2022-08-26 10:42:31","2022-10-26 10:42:31",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 16:27:31","2022-08-26 16:27:31"
"561","104","2","2079-05-10","2079-06-01","2022-08-26","2022-09-17","23","call",NULL,"Exam","Janak Bhatt","2022-08-26 16:27:38","2022-09-07 20:59:48"
"562","414","2","2079-05-10","2079-06-15","2022-08-26","2022-10-01","37","call",NULL,"Accident vako le  rest ma x","Janak Bhatt","2022-08-26 16:28:25","2022-09-05 20:17:12"
"563","342","2","2079-05-10","2079-07-09","2022-08-26 10:45:08","2022-10-26 10:45:08",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 16:30:08","2022-08-26 16:30:08"
"564","98","2","2079-05-10","2079-05-20","2022-08-26","2022-09-05","10","call",NULL,"Ghar jane","Janak Bhatt","2022-08-26 17:14:35","2022-08-26 17:14:35"
"565","94","2","2079-05-10","2079-05-20","2022-08-26","2022-09-05","10","call",NULL,"ghar jane","Janak Bhatt","2022-08-26 17:15:12","2022-08-26 17:15:12"
"566","159","2","2079-05-10","2079-07-09","2022-08-26 11:42:56","2022-10-26 11:42:56",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 17:27:56","2022-08-26 17:27:56"
"567","166","2","2079-05-10","2079-07-09","2022-08-26 11:43:09","2022-10-26 11:43:09",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 17:28:09","2022-08-26 17:28:09"
"568","502","2","2079-05-10","2079-07-09","2022-08-26","2022-10-26","61","call",NULL,"Health issue","Janak Bhatt","2022-08-26 17:36:08","2022-09-07 20:40:52"
"569","525","2","2079-05-10","2079-05-11","2022-08-26 11:51:10","2022-08-27 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 17:36:10","2022-08-28 19:08:11"
"570","582","2","2079-05-10","2079-05-15","2022-08-26 11:57:45","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 17:42:45","2022-09-01 16:53:54"
"571","128","2","2079-05-10","2079-05-28","2022-08-26 12:00:04","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 17:45:04","2022-09-14 19:37:25"
"572","176","2","2079-05-10","2079-07-09","2022-08-26 16:06:35","2022-10-26 16:06:35",NULL,"none",NULL,"unknown","Nirajan","2022-08-26 21:51:35","2022-08-26 21:51:35"
"573","436","2","2079-05-10","2079-05-14","2022-08-26","2022-08-30","5","none",NULL,"unknown","Janak Bhatt","2022-08-26 21:51:40","2022-08-31 22:00:03"
"574","830","2","2079-05-10","2079-07-15","2022-08-26","2022-11-01","66","physical",NULL,"mohan singh thagunna ko thauma aayeko vai. admission vayekai din leave ma baseko.","Manoj BudhaAyer","2022-08-27 00:04:01","2022-08-27 00:04:01"
"575","503","2","2079-05-12","2079-05-15","2022-08-28 09:10:55","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-28 14:55:55","2022-09-01 21:57:02"
"576","329","2","2079-05-12","2079-07-11","2022-08-28 13:15:37","2022-10-28 13:15:37",NULL,"none",NULL,"unknown","Nirajan","2022-08-28 19:00:37","2022-08-28 19:00:37"
"577","327","2","2079-05-12","2079-07-11","2022-08-28 13:15:39","2022-10-28 13:15:39",NULL,"none",NULL,"unknown","Nirajan","2022-08-28 19:00:39","2022-08-28 19:00:39"
"578","347","2","2079-05-12","2079-07-11","2022-08-28 13:15:48","2022-10-28 13:15:48",NULL,"none",NULL,"unknown","Nirajan","2022-08-28 19:00:48","2022-08-28 19:00:48"
"579","338","2","2079-05-12","2079-05-17","2022-08-28","2022-09-02","6","none",NULL,"unknown","Janak Bhatt","2022-08-28 19:00:54","2022-09-04 16:45:54"
"580","617","2","2079-05-06","2079-05-20","2022-08-22","2022-09-05","15","physical",NULL,"Ghara gako","Janak Bhatt","2022-08-28 20:29:06","2022-09-06 21:00:46"
"581","240","2","2079-05-12","2079-07-11","2022-08-28 21:10:10","2022-10-28 21:10:10",NULL,"none",NULL,"unknown","Padam","2022-08-29 02:55:10","2022-08-29 02:55:10"
"582","618","2","2079-05-13","2079-05-23","2022-08-29","2022-09-08","11","call",NULL,"Heath problem","Janak Bhatt","2022-08-29 12:55:42","2022-09-07 20:14:53"
"583","632","2","2079-05-13","2079-05-28","2022-08-29 07:10:43","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-29 12:55:43","2022-09-14 19:31:30"
"584","350","2","2079-05-13","2079-05-24","2022-08-29","2022-09-09","11","physical",NULL,"Delhi janu parne . upchar ko lagi","Manoj BudhaAyer","2022-08-29 13:46:44","2022-08-29 13:46:44"
"585","456","2","2079-05-13","2079-05-17","2022-08-29","2022-09-02","5","call",NULL,"contact","Janak Bhatt","2022-08-29 20:24:23","2022-09-04 21:32:56"
"586","434","2","2079-05-13","2079-05-14","2022-08-29 14:39:39","2022-08-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-29 20:24:39","2022-08-31 12:23:32"
"587","441","2","2079-05-13","2079-07-12","2022-08-29 14:39:51","2022-10-29 14:39:51",NULL,"none",NULL,"unknown","Nirajan","2022-08-29 20:24:51","2022-08-29 20:24:51"
"588","187","2","2079-05-13","2079-07-12","2022-08-29 17:45:44","2022-10-29 17:45:44",NULL,"none",NULL,"unknown","KP","2022-08-29 23:30:44","2022-08-29 23:30:44"
"589","515","2","2079-05-13","2079-05-20","2022-08-29 18:11:10","2022-09-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-29 23:56:10","2022-09-06 23:36:24"
"590","627","2","2079-05-13","2079-05-14","2022-08-29 18:30:01","2022-08-30 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-08-30 00:15:01","2022-08-31 20:51:32"
"591","685","2","2079-05-15","2079-07-14","2022-08-31 14:24:16","2022-10-31 14:24:16",NULL,"none",NULL,"unknown","Nirajan","2022-08-31 20:09:16","2022-08-31 20:09:16"
"592","685","2","2079-05-15","2079-07-14","2022-08-31 14:24:21","2022-10-31 14:24:21",NULL,"none",NULL,"unknown","Nirajan","2022-08-31 20:09:21","2022-08-31 20:09:21"
"593","685","2","2079-05-15","2079-07-14","2022-08-31","2022-10-31","61","followup",NULL,"Ghar","Janak Bhatt","2022-08-31 20:09:24","2022-10-14 15:05:39"
"594","466","2","2079-05-15","2079-05-25","2022-08-31","2022-09-10 00:00:00","13","call",NULL,"Mom's health issue","Janak Bhatt","2022-08-31 22:41:43","2022-09-11 22:57:52"
"595","543","2","2079-05-15","2079-05-28","2022-08-31 17:29:16","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-31 23:14:16","2022-09-14 19:27:11"
"596","769","2","2079-05-15","2079-05-17","2022-08-31","2022-09-02","3","call",NULL,"contact","Janak Bhatt","2022-08-31 23:14:34","2022-09-04 20:45:27"
"597","764","2","2079-05-15","2079-06-01","2022-08-31 17:29:35","2022-09-17 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-31 23:14:35","2022-09-18 23:31:22"
"598","763","2","2079-05-15","2079-05-19","2022-08-31 17:29:36","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","KP","2022-08-31 23:14:36","2022-09-05 23:45:14"
"599","745","2","2079-05-15","2079-05-20","2022-08-31","2022-09-05","6","none",NULL,"unknown","Janak Bhatt","2022-08-31 23:14:39","2022-09-06 23:24:16"
"600","488","2","2079-05-15","2079-05-18","2022-08-31","2022-09-03","4","none",NULL,"unknown","Janak Bhatt","2022-08-31 23:14:48","2022-09-04 21:21:55"
"601","39","2","2079-05-16","2079-07-15","2022-09-01","2022-11-01","61","followup",NULL,"personal problem","Janak Bhatt","2022-09-01 13:44:15","2022-10-13 17:11:14"
"603","373","2","2079-05-16","2079-07-15","2022-09-01 10:42:23","2022-11-01 10:42:23",NULL,"none",NULL,"unknown","Nirajan","2022-09-01 16:27:23","2022-09-01 16:27:23"
"604","660","2","2079-05-16","2079-05-15","2022-09-01 11:16:42","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Narendra","2022-09-01 17:01:42","2022-09-01 22:09:19"
"605","382","2","2079-05-17","2079-05-27","2022-09-02","2022-09-12","11","none",NULL,"Gaura bida","Janak Bhatt","2022-09-01 17:08:44","2022-09-01 17:08:44"
"606","815","2","2079-05-16","2079-05-15","2022-09-01 16:03:55","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Narendra","2022-09-01 21:48:55","2022-09-01 22:09:18"
"607","816","2","2079-05-16","2079-05-15","2022-09-01 16:03:58","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Narendra","2022-09-01 21:48:58","2022-09-01 22:09:18"
"608","827","2","2079-05-16","2079-05-15","2022-09-01 16:04:03","2022-08-31 00:00:00",NULL,"none",NULL,"unknown","Narendra","2022-09-01 21:49:03","2022-09-01 22:09:37"
"609","660","2","2079-05-16","2079-05-22","2022-09-01 16:25:12","2022-09-07 00:00:00",NULL,"none",NULL,"unknown","Narendra","2022-09-01 22:10:12","2022-09-08 19:46:50"
"610","467","2","2079-05-16","2079-05-17","2022-09-01","2022-09-02","2","call",NULL,"contact","Janak Bhatt","2022-09-01 22:50:58","2022-09-04 21:49:23"
"611","773","2","2079-05-16","2079-05-16","2022-09-01 18:43:20","2022-09-01 00:00:00",NULL,"none",NULL,"unknown","Bikram","2022-09-02 00:28:20","2022-09-02 23:42:01"
"612","519","2","2079-05-17","2079-06-10","2022-09-02","2022-09-26","25","none",NULL,"Exam","Janak Bhatt","2022-09-02 00:30:44","2022-09-02 00:30:44"
"613","231","2","2079-05-17","2079-05-28","2022-09-02 06:37:25","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-09-02 12:22:25","2022-09-14 19:24:15"
"614","366","2","2079-05-17","2079-07-16","2022-09-02 06:42:12","2022-11-02 06:42:12",NULL,"none",NULL,"unknown","Nirajan","2022-09-02 12:27:12","2022-09-02 12:27:12"
"615","366","2","2079-05-17","2079-06-28","2022-09-02","2022-10-14","43","followup",NULL,"Pahad","Janak Bhatt","2022-09-02 12:27:13","2022-10-12 15:52:28"
"616","633","2","2079-05-17","2079-05-16","2022-09-02 08:41:25","2022-09-01 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-09-02 14:26:25","2022-09-02 23:41:49"
"617","86","2","2079-05-17","2079-05-18","2022-09-02 11:02:18","2022-09-03 00:00:00",NULL,"none",NULL,"unknown","Amrita","2022-09-02 16:47:18","2022-09-04 16:47:04"
"618","655","2","2079-05-17","2079-05-21","2022-09-02 11:30:22","2022-09-06 00:00:00",NULL,"none",NULL,"unknown","Amrita","2022-09-02 17:15:22","2022-09-07 17:38:09"
"619","631","2","2079-05-19","2079-05-23","2022-09-04","2022-09-08","5","physical",NULL,"Ghara jane","Janak Bhatt","2022-09-02 19:53:22","2022-09-02 19:53:22"
"620","684","2","2079-05-17","2079-05-19","2022-09-02 18:53:46","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","Bikram","2022-09-03 00:38:46","2022-09-06 00:18:43"
"621","704","2","2079-05-17","2079-05-19","2022-09-02 18:53:49","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","Bikram","2022-09-03 00:38:49","2022-09-06 00:18:35"
"622","773","2","2079-05-17","2079-05-19","2022-09-02 18:54:28","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","Bikram","2022-09-03 00:39:28","2022-09-05 17:40:25"
"623","633","2","2079-05-19","2079-05-21","2022-09-04 06:34:25","2022-09-06 00:00:00",NULL,"none",NULL,"unknown","Amrita","2022-09-04 12:19:25","2022-09-07 15:09:06"
"624","28","2","2079-05-19","2079-05-26","2022-09-04","2022-09-11","8","physical",NULL,"Exam vayeko le","Manoj BudhaAyer","2022-09-04 12:31:45","2022-09-04 12:31:45"
"625","479","2","2079-05-19","2079-05-26","2022-09-04","2022-09-11","8","physical",NULL,"Exam Terminal","Manoj BudhaAyer","2022-09-04 12:32:17","2022-09-04 12:32:17"
"626","692","2","2079-05-19","2080-03-01","2022-09-04","2023-06-16","288","physical",NULL,"+2 ko feri exam dina dadeldhura janu va ko","Manoj BudhaAyer","2022-09-04 13:51:05","2022-09-04 13:51:05"
"627","689","2","2079-05-20","2079-07-01","2022-09-05","2022-10-18","43","none",NULL,"Exam","Manoj BudhaAyer","2022-09-04 14:40:51","2022-09-04 14:40:51"
"628","711","2","2079-05-20","2079-07-01","2022-09-05","2022-10-18","43","physical",NULL,"Exam","Manoj BudhaAyer","2022-09-04 14:43:48","2022-09-04 14:43:48"
"629","582","2","2079-05-20","2079-07-16","2022-09-05","2022-11-02","58","physical",NULL,"Exam","Manoj BudhaAyer","2022-09-04 14:54:49","2022-11-03 16:15:32"
"632","198","2","2079-05-19","2079-07-18","2022-09-04","2022-11-04","61","call",NULL,"Personal","Janak Bhatt","2022-09-04 20:44:22","2022-09-07 19:31:47"
"633","260","2","2079-05-19","2079-07-18","2022-09-04 14:59:23","2022-11-04 14:59:23",NULL,"none",NULL,"unknown","KP","2022-09-04 20:44:23","2022-09-04 20:44:23"
"634","306","2","2079-05-19","2079-06-01","2022-09-04","2022-09-17","14","followup",NULL,"pahad ga a ko","Janak Bhatt","2022-09-04 20:44:25","2022-09-14 19:21:59"
"635","769","2","2079-05-19","2079-05-20","2022-09-04 16:29:56","2022-09-05 00:00:00",NULL,"none",NULL,"unknown","KP","2022-09-04 22:14:56","2022-09-06 23:41:12"
"636","769","2","2079-05-19","2079-05-20","2022-09-04 16:29:56","2022-09-05 00:00:00",NULL,"none",NULL,"unknown","KP","2022-09-04 22:14:56","2022-09-06 23:40:22"
"637","769","2","2079-05-19","2079-05-19","2022-09-04 16:29:57","2022-09-04 00:00:00",NULL,"none",NULL,"unknown","KP","2022-09-04 22:14:57","2022-09-05 23:44:20"
"638","511","2","2079-05-19","2079-06-01","2022-09-04 17:48:52","2022-09-17 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-09-04 23:33:52","2022-09-18 19:46:13"
"639","526","2","2079-05-19","2079-07-18","2022-09-04 17:48:56","2022-11-04 17:48:56",NULL,"none",NULL,"unknown","Nirajan","2022-09-04 23:33:56","2022-09-04 23:33:56"
"640","526","2","2079-05-19","2079-06-27","2022-09-04","2022-10-13","40","none",NULL,"He is busy at his college 's  practical assignment","Janak Bhatt","2022-09-04 23:33:56","2022-09-14 17:53:03"
"641","511","2","2079-05-19","2079-05-28","2022-09-04 17:49:04","2022-09-13 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-09-04 23:34:04","2022-09-14 19:19:36"
"642","658","2","2079-05-20","2079-05-20","2022-09-05 06:40:34","2022-09-05 00:00:00",NULL,"none",NULL,"unknown","Nirajan","2022-09-05 12:25:34","2022-09-06 11:56:05"
"643","520","2","2079-05-20","2079-07-19","2022-09-05 06:40:41","2022-11-05 06:40:41",NULL,"none",NULL,"unknown","Nirajan","2022-09-05 12:25:41","2022-09-05 12:25:41"
