"id","student_name_id","particular","pay_amount","pay_date","discount","due_amount","valid","followup","remarks","payment_method","received_by","user_id","status","created_at","updated_at"
"451","345","Course Fee","500","2079-02-17","0","2000","2079-02-26",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 00:25:39","2022-06-08 07:47:00"
"452","230","Course Fee","1000","2079-02-17",NULL,"1000","2079-03-05",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 03:35:29","2022-06-18 04:30:26"
"453","347","Course Fee","500","2079-02-17","0","2000","2079-02-27",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 05:04:40","2022-06-09 04:24:34"
"454","335","Course Fee","500","2079-02-17","0","2000","2079-02-27",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 05:05:09","2022-06-09 04:24:48"
"455","222","Course Fee","2000","2079-02-18",NULL,"0","9999-99-99",NULL,NULL,"cash","IT Zone","2","complete","2022-06-01 20:49:47","2022-06-01 20:49:47"
"456","47","Course Fee","1000","2079-02-18",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-01 21:14:41","2022-06-01 21:14:41"
"457","304","Course Fee","2100","2079-02-18","1000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-01 22:48:06","2022-11-14 22:11:42"
"458","349","Course Fee","500","2079-02-18","0","2000","2079-02-26",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 23:45:23","2022-06-08 07:46:34"
"459","350","Course Fee","500","2079-02-18","0","6000","2079-02-25",NULL,NULL,"cash","IT Zone","2","due","2022-06-01 23:55:16","2022-06-06 20:41:54"
"460","351","Course Fee","1000","2079-02-18",NULL,"1500","2079-03-02",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-02 00:05:53","2022-06-09 20:40:20"
"461","352","Course Fee","500","2079-02-18",NULL,"2000","2079-02-08",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-02 00:21:27","2022-06-17 23:27:40"
"462","353","Course Fee","500","2079-02-18","0","2000","2079-03-07",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-02 00:35:28","2022-06-08 20:42:20"
"463","327","Course Fee","1500","2079-02-19","500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-02 19:46:23","2022-06-02 19:46:23"
"464","354","Course Fee","500","2079-02-16",NULL,"2000","2079-02-26",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-03 00:37:23","2022-06-03 00:37:23"
"465","274","Course Fee","2000","2079-02-19",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-03 04:56:04","2022-06-03 04:56:04"
"466","355","Course Fee","500","2079-02-19",NULL,"2000","2079-02-26",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-03 05:13:32","2022-06-03 05:13:32"
"467","106","Course Fee","1000","2079-02-17",NULL,"7000","2079-03-17",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-03 06:01:09","2022-06-03 06:01:09"
"468","271","Course Fee","4500","2079-02-19","1500","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-03 07:00:36","2022-06-03 07:01:02"
"469","357","Course Fee","1000","2078-09-02",NULL,"11000","2078-11-01",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-03 23:16:11","2022-06-03 23:16:11"
"470","357","Course Fee","8500","2078-11-01","2500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-03 23:16:53","2022-06-03 23:16:53"
"471","217","Course Fee","1000","2079-02-20","1000","5000","2079-04-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-03 23:48:01","2022-07-09 00:32:32"
"472","356","Course Fee","500","2079-02-20",NULL,"2000","2079-02-30",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-03 23:52:06","2022-06-12 19:42:55"
"473","105","Course Fee","1000","2079-01-23",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-04 05:20:57","2022-06-04 05:20:57"
"474","358","Course Fee","1200","2078-08-21",NULL,"13200","2078-11-30",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-04 06:24:43","2022-06-04 06:24:43"
"475","358","Course Fee","1200","2078-11-30",NULL,"12000","2079-02-20",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-04 06:25:45","2022-06-04 06:25:45"
"476","358","Course Fee","3000","2079-02-20",NULL,"9000","2079-03-20",NULL,NULL,"cash","Rajendra Pd Bhatt","2","due","2022-06-04 06:26:41","2022-06-04 06:26:41"
"477","221","Course Fee","500","2079-02-03",NULL,"8000","2079-02-26",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-04 06:28:37","2022-06-08 04:57:23"
"478","344","Course Fee","1500","2079-02-22",NULL,"500","2079-02-05",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-05 20:45:19","2022-06-13 21:36:49"
"479","216","Course Fee","5000","2079-02-22","1000","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-06 00:46:38","2022-06-06 00:46:38"
"480","215","Course Fee","5000","2079-02-22","1000","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-06 00:47:25","2022-06-06 00:47:25"
"481","320","Course Fee","2000","2079-02-22",NULL,"0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-06 00:48:11","2022-06-06 00:48:11"
"483","360","Course Fee","2500","2079-02-17",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-06 01:11:14","2022-06-06 01:11:14"
"484","361","Course Fee","500","2079-02-22",NULL,"2000","2079-02-31",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-06 02:45:14","2022-06-06 02:45:14"
"487","363","Course Fee","2000","2078-11-01","500","6000","2079-02-22",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-06 03:20:39","2022-06-06 06:00:59"
"488","363","Course Fee","3500","2079-02-22","2000","500","2079-02-31",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-06 03:21:04","2022-06-06 06:02:04"
"489","362","Course Fee","2000","2078-11-10","2500","4000","2079-02-29",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-06 06:06:47","2022-06-06 06:06:47"
"490","350","Course Fee","5000","2079-02-23","1000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-06 20:43:32","2022-06-06 20:43:32"
"492","365","Course Fee","500","2079-02-31",NULL,"2000","2079-03-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-06 23:50:11","2022-06-22 21:28:58"
"493","330","Course Fee","4000","2079-02-23","2000","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-06 23:59:18","2022-06-06 23:59:29"
"494","329","Course Fee","2000","2079-02-24",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-07 19:53:12","2022-06-07 19:53:12"
"495","313","Course Fee","2000","2079-02-24",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-07 20:33:17","2022-06-07 20:33:17"
"496","314","Course Fee","2000","2079-02-24",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-07 20:34:10","2022-06-07 20:34:10"
"497","341","Course Fee","2000","2079-02-24",NULL,"0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-07 23:58:21","2022-06-07 23:58:21"
"498","221","Course Fee","2000","2079-02-25",NULL,"6000","2079-03-25",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-09 05:05:02","2022-06-09 05:05:02"
"499","338","Course Fee","5000","2079-02-26","1000","0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-09 23:41:19","2022-06-09 23:41:19"
"500","339","Course Fee","2000","2079-02-26",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-09 23:41:45","2022-06-09 23:41:45"
"501","367","Course Fee","500","2079-02-26","0","2000","2079-04-06",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-10 00:45:39","2022-07-19 16:43:10"
"502","155","Course Fee","3000","2079-02-26",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-10 07:43:44","2022-06-10 07:43:44"
"503","345","Course Fee","2000","2079-02-26",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-10 08:09:00","2022-06-10 08:09:00"
"504","319","Course Fee","2000","2079-02-27",NULL,"0","9999-99-99",NULL,NULL,"cash","Rajendra Pd Bhatt","2","complete","2022-06-11 11:07:45","2022-06-11 11:07:45"
"505","322","Course Fee","1500","2079-02-29",NULL,"500","2079-03-30",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-12 19:46:59","2022-07-13 20:32:10"
"506","368","Course Fee","500","2079-02-29",NULL,"2000","2079-03-09",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-12 23:40:01","2022-06-22 20:46:27"
"507","125","Course Fee","3000","2079-02-29","2000","0","2079-03-29",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-13 01:03:25","2022-07-01 01:10:12"
"508","356","Course Fee","2000","2079-02-30",NULL,"0","9999-99-99",NULL,NULL,"cash","Rajendra Pd Bhatt","2","complete","2022-06-13 21:24:19","2022-06-13 21:24:19"
"509","346","Course Fee","2000","2079-02-29",NULL,"0","9999-99-99",NULL,NULL,"cash","Rajendra Pd Bhatt","2","complete","2022-06-14 00:21:31","2022-06-14 00:21:31"
"510","349","Course Fee","2000","2079-02-29",NULL,"0","9999-99-99",NULL,NULL,"cash","Rajendra Pd Bhatt","2","complete","2022-06-14 00:23:37","2022-06-14 00:23:37"
"511","369","Course Fee","500","2079-02-29",NULL,"2000","2079-03-30",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-14 00:32:32","2022-07-05 05:40:25"
"512","370","Course Fee","500","2079-02-30",NULL,"2000","2079-04-06",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 00:42:07","2022-07-19 16:37:04"
"513","371","Course Fee","500","2079-02-30",NULL,"7000","2079-03-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 00:52:15","2022-06-14 00:52:15"
"514","372","Course Fee","500","2079-02-30",NULL,"7000","2079-03-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 00:59:32","2022-06-14 00:59:32"
"515","373","Course Fee","500","2079-02-30",NULL,"2000","2079-04-06",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 01:15:51","2022-07-19 16:44:12"
"516","374","Course Fee","500","2079-02-30",NULL,"2000","2079-03-13",NULL,NULL,"cash","Rajendra Pd Bhatt","2","due","2022-06-14 01:25:44","2022-06-24 19:15:05"
"517","375","Course Fee","500","2079-02-29",NULL,"2000","2079-03-20",NULL,NULL,"cash","Rajendra Pd Bhatt","2","due","2022-06-14 01:35:15","2022-06-24 19:15:48"
"518","376","Course Fee","500","2079-02-30","0","2000","2079-04-06",NULL,"04-12 ma pay garne","cash","Madhu Saud","2","due","2022-06-14 01:44:14","2022-07-27 16:29:03"
"519","377","Course Fee","500","2079-02-27","0","2000","2079-03-27",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 01:50:08","2022-07-05 07:48:55"
"520","335","Course Fee","2000","2079-02-30",NULL,"0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-14 03:38:15","2022-06-14 03:38:15"
"521","347","Course Fee","2000","2079-02-30",NULL,"0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-14 03:38:54","2022-06-14 03:38:54"
"522","378","Course Fee","2500","2078-10-19","0","4000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 04:36:15","2022-06-25 04:19:20"
"524","380","Course Fee","500","2079-02-30",NULL,"2000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 05:17:40","2022-06-24 19:16:20"
"525","381","Course Fee","500","2079-02-30",NULL,"2000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 05:26:35","2022-06-25 05:31:37"
"526","382","Course Fee","1850","2079-02-30",NULL,"15600","2079-03-30",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 05:46:10","2022-06-14 05:46:10"
"527","383","Course Fee","1850","2079-02-30","0","15600","2079-04-03",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 06:03:16","2022-07-18 14:35:51"
"528","384","Course Fee","1850","2079-02-30",NULL,"13200","2079-04-02",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 06:11:28","2022-07-15 21:38:31"
"529","385","Course Fee","1850","2079-02-30",NULL,"15600","2079-03-30",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 06:20:58","2022-06-14 06:20:58"
"530","386","Course Fee","1850","2079-02-30","0","14400","2079-03-19",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-14 06:31:48","2022-07-01 20:30:27"
"531","326","Course Fee","2000","2079-02-30",NULL,"4000","2079-04-14",NULL,"basic ko fee dinu vayo but form ma 4 months operating xa","cash","Manoj Budhayer","2","due","2022-06-14 07:58:48","2022-07-21 00:28:19"
"532","156","Course Fee","6000","2079-02-30",NULL,"0","9999-99-99",NULL,NULL,"cash","Manoj Budhayer","2","complete","2022-06-14 08:02:03","2022-06-14 08:02:03"
"533","362","Course Fee","4000","2079-02-31",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-14 20:53:01","2022-06-14 20:53:01"
"534","363","Course Fee","500","2079-02-31","2500","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-14 20:53:51","2022-06-14 20:53:51"
"535","388","Course Fee","1850","2079-02-31",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-14 23:20:42","2022-06-14 23:20:42"
"536","389","Course Fee","13550","2079-02-31",NULL,"0","9999-99-99",NULL,NULL,"cash","Rajendra Pd Bhatt","2","complete","2022-06-14 23:45:02","2022-06-14 23:45:02"
"537","272","Course Fee","1850","2079-02-31",NULL,"15600","2079-03-31",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-14 23:55:48","2022-06-14 23:55:48"
"538","390","Course Fee","1850","2079-02-31","6600","9000","2079-04-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 01:43:03","2022-07-18 00:57:19"
"539","391","Course Fee","500","2079-02-31",NULL,"8000","2079-03-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 05:47:11","2022-06-15 05:47:11"
"540","392","Course Fee","1850","2079-02-31",NULL,"14600","2079-03-31",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-15 06:06:09","2022-06-15 06:06:09"
"541","393","Course Fee","500","2079-02-31",NULL,"8000","2079-03-27",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 06:15:11","2022-06-23 06:48:33"
"542","394","Course Fee","500","2079-02-31",NULL,"8000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 06:22:25","2022-06-23 06:45:30"
"543","395","Course Fee","500","2079-02-31",NULL,"8000","2079-03-31",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 06:28:50","2022-06-15 06:28:50"
"544","396","Course Fee","500","2079-02-31",NULL,"8000","2079-03-09",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 06:40:09","2022-06-23 06:18:30"
"545","397","Course Fee","500","2079-02-31",NULL,"8000","2079-03-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-15 06:45:30","2022-06-15 06:45:30"
"546","292","Course Fee","2000","2079-02-31",NULL,"0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-15 06:49:24","2022-06-15 06:49:24"
"547","398","Course Fee","500","2079-03-01","0","6000","2079-04-03",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-16 03:44:48","2022-07-13 19:36:20"
"548","399","Course Fee","1850","2079-02-31","3600","12000","2079-04-02",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-16 03:56:41","2022-07-18 00:47:29"
"549","400","Course Fee","1850","2079-03-01","15600","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-16 04:03:34","2022-06-16 04:03:34"
"550","401","Course Fee","500","2079-03-01",NULL,"6000","2079-03-10",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-16 04:09:28","2022-06-16 04:09:28"
"551","402","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-01",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-16 04:39:39","2022-06-16 04:39:39"
"552","354","Course Fee","2000","2079-03-01",NULL,"0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-16 06:13:53","2022-06-16 06:13:53"
"553","403","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-06",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-16 06:19:57","2022-07-19 14:37:18"
"554","404","Course Fee","1850","2079-03-01","0","15600","2079-04-20",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-16 06:29:11","2022-07-20 13:10:33"
"555","405","Course Fee","1850","2079-03-01","0","15600","2079-04-16",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-16 06:39:29","2022-07-18 13:39:18"
"556","406","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-01",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-16 06:47:20","2022-06-16 06:47:20"
"557","407","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-01",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-16 06:57:15","2022-06-16 06:57:15"
"558","408","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-15",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-16 07:06:46","2022-07-22 23:35:20"
"559","409","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-01",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-16 07:12:51","2022-06-16 07:12:51"
"560","410","Course Fee","1850","2079-03-01","0","0","9999-99-99",NULL,"full schloreship","cash","Manoj Budhayer","2","complete","2022-06-16 07:19:16","2022-07-26 14:15:01"
"561","411","Course Fee","3000","2079-03-02","0","14450","2079-05-12",NULL,NULL,"cash","IT Zone","2","due","2022-06-17 02:36:18","2022-08-24 16:51:43"
"562","412","Course Fee","1850","2079-03-02","9600","6000","2079-04-30",NULL,"MONTHLY 500","cash","IT Zone","2","due","2022-06-17 02:45:35","2022-08-09 19:09:35"
"563","413","Course Fee","1850","2079-03-02","0","15600","2079-07-17",NULL,NULL,"cash","IT Zone","2","due","2022-06-17 04:03:25","2022-11-01 23:05:15"
"564","414","Course Fee","1850","2079-03-02",NULL,"15600","2079-04-01",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 04:10:30","2022-06-17 04:10:30"
"565","415","Course Fee","1850","2079-03-02","0","15600","2079-04-01",NULL,"total fee 10000, first  saun 1 ma baki 3-3 mahina ma","cash","Madhu Saud","2","due","2022-06-17 04:16:15","2022-07-26 21:36:27"
"566","416","Course Fee","1850","2079-03-02",NULL,"15600","2079-04-01",NULL,NULL,"cash","Rajendra Pd Bhatt","2","due","2022-06-17 04:21:34","2022-06-17 04:21:34"
"567","417","Course Fee","500","2079-03-02","0","8000","2079-04-20",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 04:29:22","2022-07-21 13:45:18"
"568","418","Course Fee","500","2079-03-02","0","2000","2079-03-14",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 04:35:00","2022-06-27 19:53:13"
"569","121","Course Fee","1850","2079-03-01",NULL,"15600","2079-04-30",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 04:38:44","2022-07-20 19:10:22"
"570","419","Course Fee","1850","2079-03-01","15600","0","2079-04-01",NULL,"Full scholorship","cash","Madhu Saud","2","complete","2022-06-17 04:45:59","2022-07-18 00:44:37"
"571","420","Course Fee","500","2079-03-01","0","2000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 04:55:02","2022-06-23 06:52:34"
"572","421","Course Fee","1850","2079-03-01","0","15600","2079-04-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:01:20","2022-07-21 22:12:08"
"573","422","Course Fee","500","2079-03-01",NULL,"6000","2079-03-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:08:07","2022-06-17 05:08:07"
"574","423","Course Fee","500","2079-03-01",NULL,"6000","2079-03-11",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:12:35","2022-06-25 01:12:32"
"575","424","Course Fee","500","2079-03-01","0","6000","2079-03-14",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:17:42","2022-06-27 00:51:14"
"576","425","Course Fee","500","2079-02-31",NULL,"2000","2079-03-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:24:00","2022-06-17 05:24:00"
"577","426","Course Fee","500","2079-02-31",NULL,"2000","2079-03-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:29:38","2022-06-17 05:29:38"
"578","427","Course Fee","500","2079-02-31",NULL,"2000","2079-03-12",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:34:13","2022-06-25 05:31:05"
"579","428","Course Fee","500","2079-03-01",NULL,"6000","2079-03-15",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:41:05","2022-06-25 01:11:55"
"580","429","Course Fee","500","2079-03-01",NULL,"6000","2079-03-10",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:53:45","2022-06-17 05:53:45"
"581","430","Course Fee","500","2079-03-01","0","6000","2079-03-20",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-17 05:59:18","2022-06-27 19:48:53"
"582","431","Course Fee","500","2079-03-02","200","1800","2079-04-05",NULL,NULL,"cash","Manoj Budhayer","2","due","2022-06-18 00:21:24","2022-07-05 04:43:03"
"583","432","Course Fee","1850","2079-03-03",NULL,"15600","2079-05-03",NULL,"BIkash Singh Mahata Dai sanga kura garnu parne","cash","Madhu Saud","2","due","2022-06-18 00:28:29","2022-07-21 16:43:28"
"584","434","Course Fee","2350","2079-03-02","3600","11500","2079-04-08",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 00:42:32","2022-07-20 00:39:01"
"585","435","Course Fee","500","2079-03-02","200","1800","2079-03-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 00:48:38","2022-06-22 03:59:33"
"586","436","Course Fee","1850","2079-03-02","9100","15600","2079-03-02",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 00:57:11","2022-08-31 21:59:38"
"587","437","Course Fee","1850","2079-03-02","9600","6000","2079-04-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:09:03","2022-07-19 22:53:20"
"588","438","Course Fee","500","2079-03-02","0","8000","2079-03-30",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:15:43","2022-07-13 06:46:47"
"589","439","Course Fee","1850","2079-03-02","7600","8000","2079-04-02",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:23:47","2022-06-28 04:45:46"
"590","440","Course Fee","1850","2079-03-02","8100","7500","2079-04-30",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:29:49","2022-08-02 21:19:36"
"591","426","Course Fee","1750","2079-03-03","250","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-18 01:46:13","2022-06-28 06:09:13"
"592","425","Course Fee","1750","2079-03-03","250","0","9999-99-99",NULL,NULL,"cash","Madhu Saud","2","complete","2022-06-18 01:46:49","2022-06-28 06:09:51"
"593","441","Course Fee","1850","2079-03-02","2400","13200","2079-04-08",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:48:56","2022-07-21 00:26:44"
"594","442","Course Fee","1850","2079-03-02","10600","5000","2079-04-15",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 01:55:00","2022-07-20 23:16:44"
"595","443","Course Fee","1850","2079-03-03","6600","9000","2079-04-15",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 02:20:27","2022-07-25 00:04:27"
"596","444","Course Fee","1000","2079-03-03","2400","14050","2079-04-03",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 02:29:31","2022-06-18 02:29:31"
"597","445","Course Fee","1850","2079-03-03","2400","13200","2079-04-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 03:11:30","2022-07-21 17:44:49"
"598","446","Course Fee","1850","2079-03-03","6600","9000","2079-05-31",NULL,NULL,"cash","IT Zone","2","due","2022-06-18 03:28:37","2022-08-09 16:19:58"
"599","447","Course Fee","1850","2079-03-03","0","15600","2079-04-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-18 03:37:50","2022-07-21 17:45:23"
"600","96","Course Fee","1000","2079-03-02",NULL,"6000","2079-04-03",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 03:57:49","2022-06-18 03:57:49"
"601","448","Course Fee","1850","2079-03-03","0","15600","2079-04-08",NULL,NULL,"cash","Madhu Saud","2","due","2022-06-18 04:43:15","2022-07-21 00:21:52"
"602","449","Course Fee","500","2079-03-03",NULL,"8000","2079-03-31",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 06:35:34","2022-07-13 05:27:32"
"603","450","Course Fee","500","2079-03-03",NULL,"2000","2079-03-10",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-18 07:01:48","2022-06-18 07:01:48"
"604","451","Course Fee","1850","2079-03-03","8400","7200","2079-04-23",NULL,"Monthly Rs. 600","cash","IT Zone","2","due","2022-06-20 01:07:25","2022-08-07 15:46:36"
"605","452","Course Fee","500","2079-03-03",NULL,"8000","2079-03-30",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 01:13:29","2022-06-30 05:42:49"
"606","453","Course Fee","1850","2079-03-03",NULL,"15600","2079-04-05",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 01:21:00","2022-06-20 01:21:00"
"607","454","Course Fee","1850","2079-03-03","0","15600","2079-04-10",NULL,"total fee 10000 , 800 per month pay garne","cash","Janak Bhatt","2","due","2022-06-20 01:37:17","2022-07-26 13:46:30"
"608","455","Course Fee","500","2079-03-03",NULL,"16950","2079-04-03",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 01:45:14","2022-06-20 01:45:14"
"609","456","Course Fee","2350","2079-03-05","3600","11500","2079-04-08",NULL,"500+1850","cash","Janak Bhatt","2","due","2022-06-20 02:26:28","2022-07-21 00:23:38"
"610","457","Course Fee","300","2079-03-05",NULL,"8200","2079-03-14",NULL,NULL,"cash","Rajendra Pd Bhatt","2","due","2022-06-20 02:48:55","2022-06-20 02:48:55"
"611","458","Course Fee","500","2079-03-03","500","1500","2079-03-14",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 03:06:10","2022-06-20 03:06:10"
"612","459","Course Fee","1850","2079-03-03","5600","10000","2079-05-12",NULL,"10000 total fee kistama dine","cash","Janak Bhatt","2","due","2022-06-20 03:12:28","2022-08-25 16:48:52"
"613","460","Course Fee","500","2079-03-03",NULL,"8000","2079-03-29",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 03:18:11","2022-07-05 06:36:41"
"614","461","Course Fee","5500","2079-03-03","3000","0","9999-99-99",NULL,NULL,"cash","Janak Bhatt","2","complete","2022-06-20 03:23:49","2022-06-20 03:23:49"
"616","463","Course Fee","500","2079-03-03","3000","5000","2079-04-22",NULL,NULL,"cash","Janak Bhatt","2","due","2022-06-20 03:34:12","2022-07-24 23:43:39"
